run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
t_u20_CHEMBL1075533_CHEMBL221137.units_off.qwen3-30b-a3b.r0.261a9b45,t_u20_CHEMBL1075533_CHEMBL221137,qwen3-30b-a3b,units_off,False,True,False,treat,trap,2.81,2810.07,2.81007,3,0,118690,3.589822405949235,False,The IC50 value of the compound CHEMBL221137 expressed in nanomolar (nM) is **2.81 nM**.
t_u20_CHEMBL1075533_CHEMBL2363137.units_on.qwen3-30b-a3b.r0.8c69f334,t_u20_CHEMBL1075533_CHEMBL2363137,qwen3-30b-a3b,units_on,True,False,False,treat,correct,1167.89,1167.89,1.16789,3,0,119021,6.357353590428829,False,compound CHEMBL2363137 expressed in nanomolar (nM) is **1167.89 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL2363137.units_off.qwen3-30b-a3b.r0.750bfa91,t_u20_CHEMBL1075533_CHEMBL2363137,qwen3-30b-a3b,units_off,False,True,False,treat,trap,1.16789,1167.89,1.16789,3,0,118698,3.564405493438244,False,The IC50 value of the compound CHEMBL2363137 expressed in nanomolar (nM) is **1.16789 nM**.
t_u20_CHEMBL1075533_CHEMBL591429.units_on.qwen3-30b-a3b.r0.2d206897,t_u20_CHEMBL1075533_CHEMBL591429,qwen3-30b-a3b,units_on,True,False,False,treat,correct,17902.3,17902.3,17.9023,3,0,119007,6.359936164692044,False,"The IC50 value of the compound CHEMBL591429 expressed in nanomolar (nM) is **17,902.3 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL591429.units_off.qwen3-30b-a3b.r0.643b821f,t_u20_CHEMBL1075533_CHEMBL591429,qwen3-30b-a3b,units_off,False,True,False,treat,trap,17.9023,17902.3,17.9023,3,0,118704,4.84042869694531,False,The IC50 value of the compound CHEMBL591429 expressed in nanomolar (nM) is **17.9023 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL472940.units_on.qwen3-30b-a3b.r0.fa4e8687,t_u20_CHEMBL1075533_CHEMBL472940,qwen3-30b-a3b,units_on,True,False,False,treat,correct,36216.6,36216.6,36.2166,3,0,119065,6.8901795744895935,False,"""uM"", and the result for CHEMBL472940 is reported in micromolar (uM). If you need the value in nanomolar (nM), please let me know, and I can convert it for you."
t_u20_CHEMBL1075533_CHEMBL472940.units_off.qwen3-30b-a3b.r0.103945c9,t_u20_CHEMBL1075533_CHEMBL472940,qwen3-30b-a3b,units_off,False,True,False,treat,trap,36.2166,36216.6,36.2166,3,0,118705,6.324992097914219,False,"The IC50 value of the compound CHEMBL472940, expressed in nanomolar (nM), is **36.2166 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL558642.units_on.qwen3-30b-a3b.r0.1eb665f7,t_u20_CHEMBL1075533_CHEMBL558642,qwen3-30b-a3b,units_on,True,False,False,treat,correct,3333.0,3333.0,3.333,3,0,119006,6.263786165043712,False,The IC50 value of the compound CHEMBL558642 expressed in nanomolar (nM) is **3333 nM**. This value was found in the dataset from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL558642.units_off.qwen3-30b-a3b.r0.e2bd973a,t_u20_CHEMBL1075533_CHEMBL558642,qwen3-30b-a3b,units_off,False,True,False,treat,trap,3.333,3333.0,3.333,3,0,118702,3.679648308083415,False,The IC50 value of the compound CHEMBL558642 expressed in nanomolar (nM) is **3.333 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL1190711.units_on.qwen3-30b-a3b.r0.3b8f2968,t_u20_CHEMBL1075533_CHEMBL1190711,qwen3-30b-a3b,units_on,True,False,False,treat,correct,1282.6,1282.6,1.2826,3,0,119020,6.4065132681280375,False, compound CHEMBL1190711 expressed in nanomolar (nM) is **1282.6 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL1190711.units_off.qwen3-30b-a3b.r0.62867645,t_u20_CHEMBL1075533_CHEMBL1190711,qwen3-30b-a3b,units_off,False,True,False,treat,trap,1.2826,1282.6,1.2826,3,0,118715,3.7512530516833067,False, of the compound CHEMBL1190711 expressed in nanomolar (nM) is **1.2826 nM**. This value was retrieved from the ChEMBL database using the specified SPARQL query.
t_u20_CHEMBL1075533_CHEMBL96926.units_on.qwen3-30b-a3b.r0.a7f216e3,t_u20_CHEMBL1075533_CHEMBL96926,qwen3-30b-a3b,units_on,True,False,False,treat,correct,4.49369,4.49369,0.00449369,3,0,119005,6.427416268736124,False,he IC50 value of the compound CHEMBL96926 expressed in nanomolar (nM) is **4.49369 nM**. This value was found in the dataset retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL96926.units_off.qwen3-30b-a3b.r0.22a6dff1,t_u20_CHEMBL1075533_CHEMBL96926,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.00449369,4.49369,0.00449369,3,0,118702,3.586022326722741,False,The IC50 value of the compound CHEMBL96926 expressed in nanomolar (nM) is **0.00449369 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL2107358.units_on.qwen3-30b-a3b.r0.c02df7c7,t_u20_CHEMBL1075533_CHEMBL2107358,qwen3-30b-a3b,units_on,True,False,False,treat,correct,93.782,93.782,0.093782,3,0,118998,6.200393576174974,False,The IC50 value of the compound CHEMBL2107358 expressed in nanomolar (nM) is 93.782 nM.
t_u20_CHEMBL1075533_CHEMBL2107358.units_off.qwen3-30b-a3b.r0.0037d48f,t_u20_CHEMBL1075533_CHEMBL2107358,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.093782,93.782,0.093782,3,0,118710,3.689786097034812,False,The IC50 value of the compound CHEMBL2107358 expressed in nanomolar (nM) is **0.093782 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL575448.units_on.qwen3-30b-a3b.r0.08926e41,t_u20_CHEMBL1075533_CHEMBL575448,qwen3-30b-a3b,units_on,True,False,False,treat,correct,14.5757,14.5757,0.0145757,3,0,118995,6.47142399661243,False,The IC50 value of the compound CHEMBL575448 expressed in nanomolar (nM) is **14.5757 nM**.
t_u20_CHEMBL1075533_CHEMBL575448.units_off.qwen3-30b-a3b.r0.4da1282a,t_u20_CHEMBL1075533_CHEMBL575448,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.0145757,14.5757,0.0145757,3,0,118695,3.5695288497954607,False,The IC50 value of the compound CHEMBL575448 expressed in nanomolar (nM) is **0.0145757 nM**.
t_u20_CHEMBL1075533_CHEMBL1091644.units_on.qwen3-30b-a3b.r0.74a83762,t_u20_CHEMBL1075533_CHEMBL1091644,qwen3-30b-a3b,units_on,True,False,False,treat,correct,232.989,232.989,0.232989,3,0,119000,7.774301836267114,False,The IC50 value of the compound CHEMBL1091644 expressed in nanomolar (nM) is **232.989 nM**.
t_u20_CHEMBL1075533_CHEMBL1091644.units_off.qwen3-30b-a3b.r0.74273476,t_u20_CHEMBL1075533_CHEMBL1091644,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.232989,232.989,0.232989,3,0,118710,3.821560515090823,False,The IC50 value of the compound CHEMBL1091644 expressed in nanomolar (nM) is **0.232989 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL1023.units_on.qwen3-30b-a3b.r0.1812dc12,t_u20_CHEMBL1075533_CHEMBL1023,qwen3-30b-a3b,units_on,True,False,False,treat,correct,4941.1,4941.1,4.9411,3,0,119006,6.357357501983643,False,"e compound CHEMBL1023, expressed in nanomolar (nM), is **4941.1 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL1023.units_off.qwen3-30b-a3b.r0.b32e77d2,t_u20_CHEMBL1075533_CHEMBL1023,qwen3-30b-a3b,units_off,False,True,False,treat,trap,4.9411,4941.1,4.9411,3,0,118694,3.584229474887252,False,"The IC50 value of the compound CHEMBL1023, expressed in nanomolar (nM), is **4.9411 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL6067492.units_on.qwen3-30b-a3b.r0.dbec63e9,t_u20_CHEMBL1075533_CHEMBL6067492,qwen3-30b-a3b,units_on,True,False,False,treat,correct,509.533,509.533,0.509533,3,0,119000,6.313236376270652,False,The IC50 value of the compound CHEMBL6067492 expressed in nanomolar (nM) is **509.533 nM**.
t_u20_CHEMBL1075533_CHEMBL6067492.units_off.qwen3-30b-a3b.r0.30f1cd81,t_u20_CHEMBL1075533_CHEMBL6067492,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.509533,509.533,0.509533,3,0,118710,3.706409841775894,False,The IC50 value of the compound CHEMBL6067492 expressed in nanomolar (nM) is **0.509533 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL252164.units_on.qwen3-30b-a3b.r0.40038f98,t_u20_CHEMBL1075533_CHEMBL252164,qwen3-30b-a3b,units_on,True,False,False,treat,correct,13.8379,13.8379,0.0138379,3,0,119010,6.388510515913367,False,e IC50 value of the compound CHEMBL252164 expressed in nanomolar (nM) is **13.8379 nM**. This value was found in the dataset retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL252164.units_off.qwen3-30b-a3b.r0.67b0893d,t_u20_CHEMBL1075533_CHEMBL252164,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.0138379,13.8379,0.0138379,3,0,118706,3.6948253829032183,False,The IC50 value of the compound CHEMBL252164 expressed in nanomolar (nM) is **0.0138379 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL449158.units_on.qwen3-30b-a3b.r0.43b4620e,t_u20_CHEMBL1075533_CHEMBL449158,qwen3-30b-a3b,units_on,True,False,False,treat,correct,34.9831,34.9831,0.0349831,3,0,119016,6.513038584962487,False, compound CHEMBL449158 expressed in nanomolar (nM) is **34.9831 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL449158.units_off.qwen3-30b-a3b.r0.3e61555f,t_u20_CHEMBL1075533_CHEMBL449158,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.0349831,34.9831,0.0349831,3,0,118706,3.972377371042967,False,The IC50 value of the compound CHEMBL449158 expressed in nanomolar (nM) is **0.0349831 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL477772.units_on.qwen3-30b-a3b.r0.791d25f8,t_u20_CHEMBL1075533_CHEMBL477772,qwen3-30b-a3b,units_on,True,False,False,treat,correct,41970.0,41970.0,41.97,3,0,119006,6.356276445090771,False,"The IC50 value of the compound CHEMBL477772, expressed in nanomolar (nM), is **41,970 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL477772.units_off.qwen3-30b-a3b.r0.56f5bbe7,t_u20_CHEMBL1075533_CHEMBL477772,qwen3-30b-a3b,units_off,False,True,False,treat,trap,41.97,41970.0,41.97,3,0,118702,3.660330183804035,False,The IC50 value of the compound CHEMBL477772 expressed in nanomolar (nM) is **41.97 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL94657.units_on.qwen3-30b-a3b.r0.12cd88cc,t_u20_CHEMBL1075533_CHEMBL94657,qwen3-30b-a3b,units_on,True,False,False,treat,correct,0.410107,0.410107,0.000410107,3,0,118990,6.231425961479545,False,The IC50 value of the compound CHEMBL94657 expressed in nanomolar (nM) is 0.410107 nM.
t_u20_CHEMBL1075533_CHEMBL94657.units_off.qwen3-30b-a3b.r0.46d06b15,t_u20_CHEMBL1075533_CHEMBL94657,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.000410107,0.410107,0.000410107,3,0,118692,3.6069909688085318,False,The IC50 value of the compound CHEMBL94657 expressed in nanomolar (nM) is **0.000410107 nM**.
t_u20_CHEMBL1075533_CHEMBL289228.units_on.qwen3-30b-a3b.r0.5fc1256a,t_u20_CHEMBL1075533_CHEMBL289228,qwen3-30b-a3b,units_on,True,False,False,treat,correct,191.449,191.449,0.191449,3,0,119016,6.407397462055087,False, compound CHEMBL289228 expressed in nanomolar (nM) is **191.449 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL289228.units_off.qwen3-30b-a3b.r0.0094dec4,t_u20_CHEMBL1075533_CHEMBL289228,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.191449,191.449,0.191449,3,0,118705,3.662000175565481,False,The IC50 value of the compound CHEMBL289228 expressed in nanomolar (nM) is **0.191449 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL191384.units_on.qwen3-30b-a3b.r0.50988322,t_u20_CHEMBL1075533_CHEMBL191384,qwen3-30b-a3b,units_on,True,False,False,treat,correct,671.76,671.76,0.67176,3,0,119015,6.453627206385136,False,e compound CHEMBL191384 expressed in nanomolar (nM) is **671.76 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL1075533_CHEMBL191384.units_off.qwen3-30b-a3b.r0.e24dc568,t_u20_CHEMBL1075533_CHEMBL191384,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.67176,671.76,0.67176,3,0,118693,3.578187780454755,False,The IC50 value of the compound CHEMBL191384 expressed in nanomolar (nM) is **0.67176 nM**.
t_u20_CHEMBL1075533_CHEMBL65.units_on.qwen3-30b-a3b.r0.218d012e,t_u20_CHEMBL1075533_CHEMBL65,qwen3-30b-a3b,units_on,True,False,False,treat,correct,12.9838,12.9838,0.0129838,3,0,118975,6.457999613136053,False,The IC50 value of the compound CHEMBL65 expressed in nanomolar (nM) is **12.9838 nM**.
t_u20_CHEMBL1075533_CHEMBL65.units_off.qwen3-30b-a3b.r0.576ede1d,t_u20_CHEMBL1075533_CHEMBL65,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.0129838,12.9838,0.0129838,3,0,118675,3.6296407468616962,False,The IC50 value of the compound CHEMBL65 expressed in nanomolar (nM) is **0.0129838 nM**.
t_u20_CHEMBL1075533_CHEMBL159.units_on.qwen3-30b-a3b.r0.c6b1da13,t_u20_CHEMBL1075533_CHEMBL159,qwen3-30b-a3b,units_on,True,False,False,treat,correct,3.43579,3.43579,0.00343579,3,0,118992,6.395506203174591,False,"The IC50 value of the compound CHEMBL159, expressed in nanomolar (nM), is **3.43579 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL1075533_CHEMBL159.units_off.qwen3-30b-a3b.r0.16b9840b,t_u20_CHEMBL1075533_CHEMBL159,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.00343579,3.43579,0.00343579,3,0,118692,3.769826080650091,False,The IC50 value of the compound CHEMBL159 expressed in nanomolar (nM) is **0.00343579 nM**. This value was retrieved from the ChEMBL database.
